('519 DECATUR ST', '11233')[6.0, 40.68246, -73.92665, 2016.0, 1899.0, 2343.0, 2343.0, 20060912, 625000.0, 1154403.0, 20171201, -287933.0, 1212123.0, 1212123.0, 11233.0]
('3511 AVE K', '11210')[6.0, 40.6252, -73.94127, 2016.0, 1925.0, 2700.0, 2088.0, 20120912, 175750.0, 810841.0, 20171201, 14049.0, 867600.0, 867600.0, 11210.0]
('665 57 ST', '11220')[1.0, 40.638904, -74.010179, 2016.0, 1901.0, 1937.0, 3027.0, 20090318, 460000.0, 1280927.0, 20171201, 58572.0, 1447448.0, 1447448.0, 11220.0]
('2521 E  24 ST', '11235')[1.0, 40.59053, -73.94553, 2016.0, 1935.0, 2500.0, 2000.0, 19971028, 275000.0, 875969.0, 20171201, 2832.0, 928527.0, 928527.0, 11235.0]
('252 RHINE AVE', '10304')[3.0, 40.60755, -74.09113, 2016.0, 1998.0, 2142.0, 1408.0, 20041215, 395000.0, 518168.0, 20171201, 7097.0, 544076.0, 544076.0, 10304.0]
('60 HEMLOCK ST', '11208')[1.0, 40.688405, -73.87251, 2016.0, 1920.0, 1660.0, 1840.0, 20100314, 236000.0, 615230.0, 20171201, -1886.0, 652144.0, 652144.0, 11208.0]
('1451 ROSEDALE AVE', '10460')[6.0, 40.836535, -73.870219, 2016.0, 1920.0, 3101.0, 1770.0, 20160505, 445000.0, 470490.0, 20171201, -12270.0, 508129.0, 508129.0, 10460.0]
('2885 PHILIP AVE', '10465')[6.0, 40.827775, -73.824335, 2016.0, 1931.0, 2500.0, 3240.0, 20040413, 100000.0, 679873.0, 20171201, 8659.0, 741062.0, 741062.0, 10465.0]
('61 BRADLEY AVE', '10314')[3.0, 40.610732, -74.131989, 2016.0, 1965.0, 3408.0, 1280.0, 20090521, 380000.0, 503027.0, 20171201, 9656.0, 533209.0, 533209.0, 10314.0]
('1674 E  31 ST', '11234')[3.0, 40.615275, -73.93661, 2016.0, 1925.0, 2800.0, 800.0, 20130822, 371500.0, 546209.0, 20171201, 3506.0, 611754.0, 611754.0, 11234.0]
('40 DORVAL PL', '10312')[3.0, 40.558579, -74.178106, 2016.0, 1975.0, 2738.0, 1280.0, 19931117, 133000.0, 462999.0, 20171201, 389.0, 486149.0, 486149.0, 10312.0]
('125 E  55 ST', '11203')[6.0, 40.655115, -73.9256, 2016.0, 1910.0, 4000.0, 1845.0, 20151029, 720000.0, 626062.0, 20171201, -436.0, 669886.0, 669886.0, 11203.0]
