('7215 19 AVE', '11204')[2.0, 40.61342, -73.992205, 2016.0, 1930.0, 2900.0, 2560.0, 20040311, 639998.0, 1451933.0, 20171201, -36460.0, 1582607.0, 1582607.0, 11204.0]
('24 BELVEDERE ST', '11206')[1.0, 40.698665, -73.9366, 2016.0, 1920.0, 2125.0, 2500.0, 20170614, 41000.0, 1303165.0, 20171201, 30588.0, 1394387.0, 1394387.0, 11206.0]
('11 EUGENE PL', '10312')[3.0, 40.533555, -74.186264, 2016.0, 1986.0, 2765.0, 1626.0, 19961212, 213500.0, 568309.0, 20171201, 8036.0, 602408.0, 602408.0, 10312.0]
('1940 HARMAN ST', '11385')[2.0, 40.708775, -73.909555, 2016.0, 1910.0, 1933.0, 2090.0, 19970828, 223000.0, 1129969.0, 20171201, -6317.0, 1265565.0, 1265565.0, 11385.0]
('92 BEDELL AVE', '10307')[1.0, 40.511799, -74.23509, 2016.0, 1996.0, 9912.0, 3950.0, 20161018, 490000.0, 1043886.0, 20171201, 89414.0, 1096080.0, 1096080.0, 10307.0]
('370 DOUGLASS ST', '11217')[6.0, 40.678705, -73.980809, 2016.0, 1899.0, 1667.0, 3334.0, 20160331, 3950000.0, 4304680.0, 20171201, -29505.0, 4735148.0, 4735148.0, 11217.0]
('132 E  19 ST', '10003')[5.0, 40.73655, -73.985985, 2016.0, 1910.0, 3142.0, 17934.0, 20040913, 406000.0, 2475007.0, 20171201, -324223.0, 4009511.0, 4009511.0, 10003.0]
('937 VAN NEST AVE', '10462')[3.0, 40.846125, -73.857305, 2016.0, 1950.0, 2542.0, 1040.0, 20030916, 240000.0, 382943.0, 20171201, -16866.0, 409749.0, 409749.0, 10462.0]
('21 COALE AVE', '10314')[3.0, 40.613874, -74.125575, 2016.0, 1950.0, 2000.0, 960.0, 20130311, 300000.0, 361470.0, 20171201, 348.0, 386773.0, 386773.0, 10314.0]
('58 CAMERON AVE', '10305')[3.0, 40.592473, -74.080252, 2016.0, 2009.0, 6000.0, 1034.0, 20100701, 476580.0, 617031.0, 20171201, 1574.0, 678734.0, 678734.0, 10305.0]
('346 E  238 ST', '10470')[3.0, 40.899615, -73.86568, 2016.0, 1928.0, 2526.0, 1825.0, 20140602, 410000.0, 453380.0, 20171201, -962.0, 476049.0, 476049.0, 10470.0]
('269 AINSLIE ST', '11211')[7.0, 40.713405, -73.943105, 2016.0, 1920.0, 2500.0, 2400.0, 19960405, 190000.0, 2408859.0, 20171201, 123600.0, 2649745.0, 2649745.0, 11211.0]
('445 LITTLE CLOVE RD', '10301')[3.0, 40.613225, -74.11295, 2016.0, 1930.0, 3840.0, 1920.0, 20141031, 475000.0, 628242.0, 20171201, -8939.0, 665937.0, 665937.0, 10301.0]
('300 W  245 ST', '10471')[3.0, 40.89185, -73.902085, 2016.0, 1965.0, 11718.0, 4992.0, 20000112, 862500.0, 2138035.0, 20171201, -36142.0, 2758065.0, 2758065.0, 10471.0]
('208 LEFFERTS AVE', '11225')[6.0, 40.661845, -73.95445, 2016.0, 1905.0, 2050.0, 2144.0, 20100507, 768000.0, 1486360.0, 20171201, 5049.0, 1575542.0, 1575542.0, 11225.0]
('328 HAWTHORNE ST', '11225')[1.0, 40.65765, -73.94944, 2016.0, 1915.0, 5300.0, 2256.0, 20070510, 3200000.0, 1405230.0, 20171201, -75541.0, 1503596.0, 1503596.0, 11225.0]
('40 OLIVER PL', '10314')[1.0, 40.612425, -74.166688, 2016.0, 1970.0, 3150.0, 1440.0, 19961210, 182500.0, 512441.0, 20171201, 8968.0, 538063.0, 538063.0, 10314.0]
('237 LOCUST AVE', '10306')[3.0, 40.574455, -74.110414, 2016.0, 1950.0, 4000.0, 1089.0, 20030924, 396000.0, 484619.0, 20171201, -2138.0, 508850.0, 508850.0, 10306.0]
